bank_transaction_id,bank_account_id,settlement_id,description,type,amount,currency,posted_at,value_date,status
BANK_009646_DUP,ACC_DB_EUR_01,SETTLE_009646,SETTLEMENT PAYOUT DUP REF SETTLE_009646,CREDIT,574.41,EUR,2026-03-11 02:58:49,2026-03-11,POSTED
BANK_009646,ACC_DB_EUR_01,SETTLE_009646,SETTLEMENT PAYOUT REF SETTLE_009646,CREDIT,574.41,EUR,2026-03-11 02:48:49,2026-03-11,POSTED
BANK_009647,ACC_BNP_EUR_02,SETTLE_009647,SETTLEMENT PAYOUT REF SETTLE_009647,CREDIT,445.24,EUR,2026-03-29 02:44:43,2026-03-29,POSTED
BANK_009648,ACC_BNP_EUR_02,SETTLE_009648,SETTLEMENT PAYOUT REF SETTLE_009648,CREDIT,66.41,EUR,2026-03-22 15:48:11,2026-03-22,POSTED
BANK_009649,ACC_TD_CAD_02,SETTLE_009649,SETTLEMENT PAYOUT REF SETTLE_009649,CREDIT,43.15,CAD,2026-03-12 14:06:32,2026-03-12,POSTED
BANK_009650,ACC_HDFC_INR_01,SETTLE_009650,SETTLEMENT PAYOUT REF SETTLE_009650,CREDIT,2514.00,INR,2026-03-24 07:27:38,2026-03-24,POSTED
BANK_009651,ACC_ICICI_INR_02,SETTLE_009651,SETTLEMENT PAYOUT REF SETTLE_009651,CREDIT,1973.01,INR,2026-03-03 12:13:21,2026-03-03,POSTED
BANK_009652,ACC_BARC_GBP_01,SETTLE_009652,SETTLEMENT PAYOUT REF SETTLE_009652,CREDIT,576.27,GBP,2026-04-02 16:33:58,2026-04-02,POSTED
BANK_009653,ACC_DB_EUR_01,SETTLE_009653,SETTLEMENT PAYOUT REF SETTLE_009653,CREDIT,42.04,EUR,2026-01-11 22:54:37,2026-01-11,POSTED
BANK_009654,ACC_BNP_EUR_02,SETTLE_009654,SETTLEMENT PAYOUT REF SETTLE_009654,CREDIT,250.40,EUR,2026-02-01 21:19:17,2026-02-01,POSTED
BANK_009655,ACC_HSBC_GBP_02,SETTLE_009655,SETTLEMENT PAYOUT REF SETTLE_009655,CREDIT,70.53,GBP,2026-01-26 17:37:09,2026-01-26,POSTED
BANK_009656,ACC_ICICI_INR_02,SETTLE_009656,SETTLEMENT PAYOUT REF SETTLE_009656,CREDIT,787.41,INR,2026-03-05 15:49:49,2026-03-05,POSTED
BANK_009657,ACC_HSBC_GBP_02,SETTLE_009657,SETTLEMENT PAYOUT REF SETTLE_009657,CREDIT,1469.03,GBP,2026-02-17 08:36:02,2026-02-17,POSTED
BANK_009658,ACC_BARC_GBP_01,SETTLE_009658,SETTLEMENT PAYOUT REF SETTLE_009658,CREDIT,45.99,GBP,2026-01-19 20:29:45,2026-01-19,POSTED
BANK_009659,ACC_JPM_USD_01,SETTLE_009659,SETTLEMENT PAYOUT REF SETTLE_009659,CREDIT,109.08,USD,2026-02-07 00:19:43,2026-02-07,POSTED
BANK_009660,ACC_BOA_USD_02,SETTLE_009660,SETTLEMENT PAYOUT REF SETTLE_009660,CREDIT,506.53,USD,2026-02-09 16:13:50,2026-02-09,POSTED
BANK_009661,ACC_DB_EUR_01,SETTLE_009661,SETTLEMENT PAYOUT REF SETTLE_009661,CREDIT,556.69,EUR,2026-02-01 21:09:37,2026-02-01,POSTED
BANK_009662,ACC_JPM_USD_01,SETTLE_009662,SETTLEMENT PAYOUT REF SETTLE_009662,CREDIT,127.14,USD,2026-02-26 05:51:38,2026-02-26,POSTED
BANK_009663,ACC_BNP_EUR_02,SETTLE_009663,SETTLEMENT PAYOUT REF SETTLE_009663,CREDIT,16.67,EUR,2026-01-27 10:06:21,2026-01-27,POSTED
BANK_009664,ACC_WF_USD_03,SETTLE_009664,SETTLEMENT PAYOUT REF SETTLE_009664,CREDIT,705.62,USD,2026-03-30 02:50:17,2026-03-30,POSTED
BANK_009665,ACC_HSBC_GBP_02,SETTLE_009665,SETTLEMENT PAYOUT REF SETTLE_009665,CREDIT,307.17,GBP,2026-02-02 15:12:16,2026-02-02,POSTED
BANK_009666,ACC_TD_CAD_02,SETTLE_009666,SETTLEMENT PAYOUT REF SETTLE_009666,CREDIT,602.30,CAD,2026-01-23 18:43:26,2026-01-23,POSTED
BANK_009667,ACC_ICICI_INR_02,SETTLE_009667,SETTLEMENT PAYOUT REF SETTLE_009667,CREDIT,976.02,INR,2026-02-10 14:04:35,2026-02-10,POSTED
BANK_009668,ACC_WF_USD_03,SETTLE_009668,SETTLEMENT PAYOUT REF SETTLE_009668,CREDIT,386.36,USD,2026-01-24 14:06:16,2026-01-24,POSTED
BANK_009669,ACC_BNP_EUR_02,SETTLE_009669,SETTLEMENT PAYOUT REF SETTLE_009669,CREDIT,48.36,EUR,2026-02-13 07:30:32,2026-02-13,POSTED
BANK_009670,ACC_TD_CAD_02,SETTLE_009670,SETTLEMENT PAYOUT REF SETTLE_009670,CREDIT,394.11,CAD,2026-03-12 15:39:08,2026-03-12,POSTED
BANK_009672,ACC_BOA_USD_02,SETTLE_009672,SETTLEMENT PAYOUT REF SETTLE_009672,CREDIT,32.21,USD,2026-03-24 01:33:28,2026-03-24,POSTED
BANK_009673,ACC_RBC_CAD_01,SETTLE_009673,SETTLEMENT PAYOUT REF SETTLE_009673,CREDIT,187.65,CAD,2026-02-02 03:25:41,2026-02-02,POSTED
BANK_009674,ACC_JPM_USD_01,SETTLE_009674,SETTLEMENT PAYOUT REF SETTLE_009674,CREDIT,129.81,USD,2026-03-21 11:00:30,2026-03-21,POSTED
BANK_009675,ACC_JPM_USD_01,SETTLE_009675,SETTLEMENT PAYOUT REF SETTLE_009675,CREDIT,22.75,USD,2026-02-26 03:23:00,2026-02-26,POSTED
BANK_009676,ACC_BARC_GBP_01,SETTLE_009676,SETTLEMENT PAYOUT REF SETTLE_009676,CREDIT,207.73,GBP,2026-01-30 23:37:03,2026-01-30,POSTED
BANK_009677,ACC_RBC_CAD_01,SETTLE_009677,SETTLEMENT PAYOUT REF SETTLE_009677,CREDIT,47.23,CAD,2026-01-30 08:46:29,2026-01-30,POSTED
BANK_009678,ACC_HDFC_INR_01,SETTLE_009678,SETTLEMENT PAYOUT REF SETTLE_009678,CREDIT,293.41,INR,2026-02-28 13:00:24,2026-02-28,POSTED
BANK_009679_DUP,ACC_DB_EUR_01,SETTLE_009679,SETTLEMENT PAYOUT DUP REF SETTLE_009679,CREDIT,1156.35,EUR,2026-03-04 07:45:28,2026-03-04,POSTED
BANK_009679,ACC_BNP_EUR_02,SETTLE_009679,SETTLEMENT PAYOUT REF SETTLE_009679,CREDIT,1156.35,EUR,2026-03-04 07:35:28,2026-03-04,POSTED
BANK_009680,ACC_BNP_EUR_02,SETTLE_009680,SETTLEMENT PAYOUT REF SETTLE_009680,CREDIT,18.45,EUR,2026-03-23 11:04:27,2026-03-23,POSTED
BANK_009681,ACC_HDFC_INR_01,SETTLE_009681,SETTLEMENT PAYOUT REF SETTLE_009681,CREDIT,9796.02,INR,2026-03-26 10:27:29,2026-03-26,POSTED
BANK_009682,ACC_JPM_USD_01,SETTLE_009682,SETTLEMENT PAYOUT REF SETTLE_009682,CREDIT,268.92,USD,2026-01-10 04:46:53,2026-01-10,POSTED
BANK_009683,ACC_BOA_USD_02,SETTLE_009683,SETTLEMENT PAYOUT REF SETTLE_009683,CREDIT,255.59,USD,2026-03-17 10:09:34,2026-03-17,POSTED
BANK_009684,ACC_BOA_USD_02,SETTLE_009684,SETTLEMENT PAYOUT REF SETTLE_009684,CREDIT,44.35,USD,2026-02-27 15:13:34,2026-02-27,POSTED
BANK_009685,ACC_WF_USD_03,SETTLE_009685,SETTLEMENT PAYOUT REF SETTLE_009685,CREDIT,384.09,USD,2026-01-27 21:06:47,2026-01-27,POSTED
BANK_009686,ACC_JPM_USD_01,SETTLE_009686,SETTLEMENT PAYOUT REF SETTLE_009686,CREDIT,116.06,USD,2026-03-19 17:20:02,2026-03-19,POSTED
BANK_009687,ACC_DB_EUR_01,SETTLE_009687,SETTLEMENT PAYOUT REF SETTLE_009687,CREDIT,627.10,EUR,2026-03-16 03:51:29,2026-03-16,POSTED
BANK_009688,ACC_JPM_USD_01,SETTLE_009688,SETTLEMENT PAYOUT REF SETTLE_009688,CREDIT,617.88,USD,2026-02-27 04:28:09,2026-02-27,POSTED
BANK_009689,ACC_BNP_EUR_02,SETTLE_009689,SETTLEMENT PAYOUT REF SETTLE_009689,CREDIT,930.52,EUR,2026-02-05 17:05:51,2026-02-05,POSTED
BANK_009690,ACC_BARC_GBP_01,SETTLE_009690,SETTLEMENT PAYOUT REF SETTLE_009690,CREDIT,47.76,GBP,2026-03-22 05:13:03,2026-03-22,POSTED
BANK_009691,ACC_DB_EUR_01,SETTLE_009691,SETTLEMENT PAYOUT REF SETTLE_009691,CREDIT,20.45,EUR,2026-03-07 21:30:28,2026-03-07,POSTED
BANK_009692,ACC_JPM_USD_01,SETTLE_009692,SETTLEMENT PAYOUT REF SETTLE_009692,CREDIT,332.23,USD,2026-02-19 11:14:26,2026-02-19,POSTED
BANK_009693,ACC_RBC_CAD_01,SETTLE_009693,SETTLEMENT PAYOUT REF SETTLE_009693,CREDIT,2171.37,CAD,2026-02-16 07:58:22,2026-02-16,POSTED
BANK_009694,ACC_TD_CAD_02,SETTLE_009694,SETTLEMENT PAYOUT REF SETTLE_009694,CREDIT,271.34,CAD,2026-03-31 12:25:01,2026-03-31,POSTED
BANK_009695,ACC_BOA_USD_02,SETTLE_009695,SETTLEMENT PAYOUT REF SETTLE_009695,CREDIT,485.68,USD,2026-03-19 13:09:09,2026-03-19,POSTED
BANK_009696,ACC_DB_EUR_01,SETTLE_009696,SETTLEMENT PAYOUT REF SETTLE_009696,CREDIT,16.71,EUR,2026-03-04 00:00:28,2026-03-04,POSTED
BANK_009697,ACC_DB_EUR_01,SETTLE_009697,SETTLEMENT PAYOUT REF SETTLE_009697,CREDIT,32.23,EUR,2026-01-28 05:45:39,2026-01-28,POSTED
BANK_009698,ACC_WF_USD_03,SETTLE_009698,SETTLEMENT PAYOUT REF SETTLE_009698,CREDIT,29.31,USD,2026-03-03 04:27:58,2026-03-03,POSTED
BANK_009699,ACC_BNP_EUR_02,SETTLE_009699,SETTLEMENT PAYOUT REF SETTLE_009699,CREDIT,36.61,EUR,2026-01-09 12:39:14,2026-01-09,POSTED
BANK_009700,ACC_WF_USD_03,SETTLE_009700,SETTLEMENT PAYOUT REF SETTLE_009700,CREDIT,201.21,USD,2026-02-08 19:22:44,2026-02-08,POSTED
BANK_009701,ACC_BNP_EUR_02,SETTLE_009701,SETTLEMENT PAYOUT REF SETTLE_009701,CREDIT,139.56,EUR,2026-03-16 04:57:08,2026-03-16,POSTED
BANK_009703,ACC_BARC_GBP_01,SETTLE_009703,SETTLEMENT PAYOUT REF SETTLE_009703,CREDIT,72.15,GBP,2026-03-31 22:50:41,2026-03-31,POSTED
BANK_009704,ACC_DB_EUR_01,SETTLE_009704,SETTLEMENT PAYOUT REF SETTLE_009704,CREDIT,37.56,EUR,2026-01-16 14:45:03,2026-01-16,POSTED
BANK_009705,ACC_TD_CAD_02,SETTLE_009705,SETTLEMENT PAYOUT REF SETTLE_009705,CREDIT,24.90,CAD,2026-02-18 15:52:39,2026-02-18,POSTED
BANK_009706,ACC_DB_EUR_01,SETTLE_009706,SETTLEMENT PAYOUT REF SETTLE_009706,CREDIT,253.03,EUR,2026-02-09 22:37:12,2026-02-09,POSTED
BANK_009707,ACC_DB_EUR_01,SETTLE_009707,SETTLEMENT PAYOUT REF SETTLE_009707,CREDIT,266.60,EUR,2026-01-31 02:58:40,2026-01-31,POSTED
BANK_009708,ACC_HSBC_GBP_02,SETTLE_009708,SETTLEMENT PAYOUT REF SETTLE_009708,CREDIT,165.79,GBP,2026-03-11 00:26:33,2026-03-11,POSTED
BANK_009709,ACC_BNP_EUR_02,SETTLE_009709,SETTLEMENT PAYOUT REF SETTLE_009709,CREDIT,59.00,EUR,2026-01-08 19:41:10,2026-01-08,POSTED
BANK_009710,ACC_JPM_USD_01,SETTLE_009710,SETTLEMENT PAYOUT REF SETTLE_009710,CREDIT,364.96,USD,2026-01-17 00:14:47,2026-01-17,POSTED
BANK_009711,ACC_BOA_USD_02,SETTLE_009711,SETTLEMENT PAYOUT REF SETTLE_009711,CREDIT,41.00,USD,2026-03-25 11:30:35,2026-03-25,POSTED
BANK_009712,ACC_BNP_EUR_02,SETTLE_009712,SETTLEMENT PAYOUT REF SETTLE_009712,CREDIT,574.97,EUR,2026-01-28 09:16:13,2026-01-28,POSTED
BANK_009713,ACC_JPM_USD_01,SETTLE_009713,SETTLEMENT PAYOUT REF SETTLE_009713,CREDIT,387.37,USD,2026-03-31 17:03:56,2026-03-31,POSTED
BANK_009714,ACC_BOA_USD_02,SETTLE_009714,SETTLEMENT PAYOUT REF SETTLE_009714,CREDIT,87.58,USD,2026-02-21 11:55:31,2026-02-21,POSTED
BANK_009715,ACC_JPM_USD_01,SETTLE_009715,SETTLEMENT PAYOUT REF SETTLE_009715,CREDIT,572.78,USD,2026-02-19 22:36:25,2026-02-19,POSTED
BANK_009716,ACC_HDFC_INR_01,SETTLE_009716,SETTLEMENT PAYOUT REF SETTLE_009716,CREDIT,14818.00,INR,2026-01-15 23:34:33,2026-01-15,POSTED
BANK_009717,ACC_BOA_USD_02,SETTLE_009717,SETTLEMENT PAYOUT REF SETTLE_009717,CREDIT,270.08,USD,2026-02-28 21:10:19,2026-02-28,POSTED
BANK_009718,ACC_BNP_EUR_02,SETTLE_009718,SETTLEMENT PAYOUT REF SETTLE_009718,CREDIT,347.61,EUR,2026-01-30 20:49:05,2026-01-30,POSTED
BANK_009719,ACC_RBC_CAD_01,SETTLE_009719,SETTLEMENT PAYOUT REF SETTLE_009719,CREDIT,73.45,CAD,2026-03-11 07:27:06,2026-03-11,POSTED
BANK_009720,ACC_BOA_USD_02,SETTLE_009720,SETTLEMENT PAYOUT REF SETTLE_009720,CREDIT,46.14,USD,2026-02-06 02:06:05,2026-02-06,POSTED
BANK_009721,ACC_ICICI_INR_02,SETTLE_009721,SETTLEMENT PAYOUT REF SETTLE_009721,CREDIT,14770.50,INR,2026-03-14 05:55:43,2026-03-14,POSTED
BANK_009723,ACC_BOA_USD_02,SETTLE_009723,SETTLEMENT PAYOUT REF SETTLE_009723,CREDIT,74.48,USD,2026-02-09 19:21:44,2026-02-09,POSTED
BANK_009724,ACC_BNP_EUR_02,SETTLE_009724,SETTLEMENT PAYOUT REF SETTLE_009724,CREDIT,3315.43,EUR,2026-02-11 10:47:09,2026-02-11,POSTED
BANK_009725,ACC_HDFC_INR_01,SETTLE_009725,SETTLEMENT PAYOUT REF SETTLE_009725,CREDIT,1466.02,INR,2026-03-04 07:36:00,2026-03-04,POSTED
BANK_009726,ACC_HDFC_INR_01,SETTLE_009726,SETTLEMENT PAYOUT REF SETTLE_009726,CREDIT,1499.00,INR,2026-01-30 03:16:28,2026-01-30,POSTED
BANK_009727,ACC_WF_USD_03,SETTLE_009727,SETTLEMENT PAYOUT REF SETTLE_009727,CREDIT,1596.47,USD,2026-03-29 15:22:46,2026-03-29,POSTED
BANK_009728,ACC_ICICI_INR_02,SETTLE_009728,SETTLEMENT PAYOUT REF SETTLE_009728,CREDIT,9796.02,INR,2026-01-23 18:14:55,2026-01-23,POSTED
BANK_009729,ACC_JPM_USD_01,SETTLE_009729,SETTLEMENT PAYOUT REF SETTLE_009729,CREDIT,80.27,USD,2026-02-21 02:19:01,2026-02-21,POSTED
BANK_009730,ACC_HSBC_GBP_02,SETTLE_009730,SETTLEMENT PAYOUT REF SETTLE_009730,CREDIT,382.27,GBP,2026-03-08 16:06:38,2026-03-08,POSTED
BANK_009731,ACC_BOA_USD_02,SETTLE_009731,SETTLEMENT PAYOUT REF SETTLE_009731,CREDIT,442.33,USD,2026-01-11 01:16:11,2026-01-11,POSTED
BANK_009732,ACC_DB_EUR_01,SETTLE_009732,SETTLEMENT PAYOUT REF SETTLE_009732,CREDIT,1311.49,EUR,2026-02-15 10:56:23,2026-02-15,POSTED
BANK_009733,ACC_JPM_USD_01,SETTLE_009733,SETTLEMENT PAYOUT REF SETTLE_009733,CREDIT,458.17,USD,2026-01-27 23:50:12,2026-01-27,POSTED
BANK_009734,ACC_BOA_USD_02,SETTLE_009734,SETTLEMENT PAYOUT REF SETTLE_009734,CREDIT,3166.77,USD,2026-01-24 13:03:56,2026-01-24,POSTED
BANK_009735,ACC_BOA_USD_02,SETTLE_009735,SETTLEMENT PAYOUT REF SETTLE_009735,CREDIT,102.07,USD,2026-02-22 01:28:57,2026-02-22,POSTED
BANK_009736,ACC_BNP_EUR_02,SETTLE_009736,SETTLEMENT PAYOUT REF SETTLE_009736,CREDIT,35.22,EUR,2026-03-26 08:15:48,2026-03-26,POSTED
BANK_009737,ACC_BOA_USD_02,SETTLE_009737,SETTLEMENT PAYOUT REF SETTLE_009737,CREDIT,71.89,USD,2026-02-15 14:46:06,2026-02-15,POSTED
BANK_009738,ACC_RBC_CAD_01,SETTLE_009738,SETTLEMENT PAYOUT REF SETTLE_009738,CREDIT,1052.88,CAD,2026-03-24 19:46:47,2026-03-24,POSTED
BANK_009739,ACC_RBC_CAD_01,SETTLE_009739,SETTLEMENT PAYOUT REF SETTLE_009739,CREDIT,443.45,CAD,2026-01-06 17:40:38,2026-01-06,POSTED
BANK_009740,ACC_HDFC_INR_01,SETTLE_009740,SETTLEMENT PAYOUT REF SETTLE_009740,CREDIT,486.02,INR,2026-03-02 17:54:05,2026-03-02,POSTED
BANK_009741,ACC_WF_USD_03,SETTLE_009741,SETTLEMENT PAYOUT REF SETTLE_009741,CREDIT,71.65,USD,2026-03-02 12:51:12,2026-03-02,POSTED
BANK_009742,ACC_ICICI_INR_02,SETTLE_009742,SETTLEMENT PAYOUT REF SETTLE_009742,CREDIT,2467.01,INR,2026-04-02 22:09:28,2026-04-02,POSTED
BANK_009743,ACC_BOA_USD_02,SETTLE_009743,SETTLEMENT PAYOUT REF SETTLE_009743,CREDIT,468.33,USD,2026-02-21 01:00:45,2026-02-21,POSTED
BANK_009744,ACC_WF_USD_03,SETTLE_009744,SETTLEMENT PAYOUT REF SETTLE_009744,CREDIT,419.57,USD,2026-02-03 07:09:00,2026-02-03,POSTED
BANK_009745,ACC_JPM_USD_01,SETTLE_009745,SETTLEMENT PAYOUT REF SETTLE_009745,CREDIT,79.03,USD,2026-02-26 15:06:25,2026-02-26,POSTED
BANK_009746,ACC_BOA_USD_02,SETTLE_009746,SETTLEMENT PAYOUT REF SETTLE_009746,CREDIT,54.99,USD,2026-03-02 00:29:54,2026-03-02,POSTED
BANK_009747,ACC_JPM_USD_01,SETTLE_009747,SETTLEMENT PAYOUT REF SETTLE_009747,CREDIT,159.32,USD,2026-02-25 18:10:04,2026-02-25,POSTED
BANK_009748,ACC_DB_EUR_01,SETTLE_009748,SETTLEMENT PAYOUT REF SETTLE_009748,CREDIT,488.32,EUR,2026-01-28 11:32:05,2026-01-28,POSTED
BANK_009749,ACC_BOA_USD_02,SETTLE_009749,SETTLEMENT PAYOUT REF SETTLE_009749,CREDIT,324.93,USD,2026-02-03 10:25:44,2026-02-03,POSTED
BANK_009750,ACC_HDFC_INR_01,SETTLE_009750,SETTLEMENT PAYOUT REF SETTLE_009750,CREDIT,799.00,INR,2026-01-11 23:04:33,2026-01-11,POSTED
BANK_009751,ACC_BARC_GBP_01,SETTLE_009751,SETTLEMENT PAYOUT REF SETTLE_009751,CREDIT,1134.75,GBP,2026-02-11 06:26:34,2026-02-11,POSTED
BANK_009752,ACC_JPM_USD_01,SETTLE_009752,SETTLEMENT PAYOUT REF SETTLE_009752,CREDIT,73.87,USD,2026-03-08 06:45:45,2026-03-08,POSTED
BANK_009753,ACC_RBC_CAD_01,SETTLE_009753,SETTLEMENT PAYOUT REF SETTLE_009753,CREDIT,300.22,CAD,2026-03-09 17:17:35,2026-03-09,POSTED
BANK_009754,ACC_ICICI_INR_02,SETTLE_009754,SETTLEMENT PAYOUT REF SETTLE_009754,CREDIT,23.49,INR,2026-03-31 12:22:57,2026-03-31,POSTED
BANK_009755,ACC_DB_EUR_01,SETTLE_009755,SETTLEMENT PAYOUT REF SETTLE_009755,CREDIT,63.52,EUR,2026-03-24 03:02:01,2026-03-24,POSTED
BANK_009756,ACC_WF_USD_03,SETTLE_009756,SETTLEMENT PAYOUT REF SETTLE_009756,CREDIT,453.83,USD,2026-03-28 07:27:50,2026-03-28,POSTED
BANK_009757,ACC_DB_EUR_01,SETTLE_009757,SETTLEMENT PAYOUT REF SETTLE_009757,CREDIT,12.50,EUR,2026-03-13 04:21:30,2026-03-13,POSTED
BANK_009759,ACC_JPM_USD_01,SETTLE_009759,SETTLEMENT PAYOUT REF SETTLE_009759,CREDIT,248.08,USD,2026-02-23 16:48:30,2026-02-23,POSTED
BANK_009760,ACC_DB_EUR_01,SETTLE_009760,SETTLEMENT PAYOUT REF SETTLE_009760,CREDIT,542.94,EUR,2026-02-14 15:07:50,2026-02-14,POSTED
BANK_009761,ACC_BOA_USD_02,SETTLE_009761,SETTLEMENT PAYOUT REF SETTLE_009761,CREDIT,368.03,USD,2026-01-11 22:39:18,2026-01-11,POSTED
BANK_009762,ACC_HSBC_GBP_02,SETTLE_009762,SETTLEMENT PAYOUT REF SETTLE_009762,CREDIT,419.62,GBP,2026-02-18 14:32:46,2026-02-18,POSTED
BANK_009763,ACC_TD_CAD_02,SETTLE_009763,SETTLEMENT PAYOUT REF SETTLE_009763,CREDIT,39.32,CAD,2026-02-04 23:46:07,2026-02-04,POSTED
BANK_009764,ACC_DB_EUR_01,SETTLE_009764,SETTLEMENT PAYOUT REF SETTLE_009764,CREDIT,1503.87,EUR,2026-03-25 12:17:32,2026-03-25,POSTED
BANK_009765,ACC_TD_CAD_02,SETTLE_009765,SETTLEMENT PAYOUT REF SETTLE_009765,CREDIT,2537.70,CAD,2026-04-03 03:00:28,2026-04-03,POSTED
BANK_009766,ACC_WF_USD_03,SETTLE_009766,SETTLEMENT PAYOUT REF SETTLE_009766,CREDIT,273.80,USD,2026-04-01 08:53:08,2026-04-01,POSTED
BANK_009767,ACC_ICICI_INR_02,SETTLE_009767,SETTLEMENT PAYOUT REF SETTLE_009767,CREDIT,787.41,INR,2026-03-13 14:51:34,2026-03-13,POSTED
BANK_009768,ACC_JPM_USD_01,SETTLE_009768,SETTLEMENT PAYOUT REF SETTLE_009768,CREDIT,70.13,USD,2026-01-28 01:43:52,2026-01-28,POSTED
BANK_009769,ACC_HSBC_GBP_02,SETTLE_009769,SETTLEMENT PAYOUT REF SETTLE_009769,CREDIT,58.17,GBP,2026-02-08 05:53:13,2026-02-08,POSTED
BANK_009770,ACC_WF_USD_03,SETTLE_009770,SETTLEMENT PAYOUT REF SETTLE_009770,CREDIT,573.08,USD,2026-02-16 20:00:16,2026-02-16,POSTED
BANK_009771,ACC_WF_USD_03,SETTLE_009771,SETTLEMENT PAYOUT REF SETTLE_009771,CREDIT,570.65,USD,2026-03-07 15:09:27,2026-03-07,POSTED
BANK_009772,ACC_HDFC_INR_01,SETTLE_009772,SETTLEMENT PAYOUT REF SETTLE_009772,CREDIT,2446.02,INR,2026-02-22 07:55:26,2026-02-22,POSTED
BANK_009773,ACC_BARC_GBP_01,SETTLE_009773,SETTLEMENT PAYOUT REF SETTLE_009773,CREDIT,3000.70,GBP,2026-04-02 20:52:11,2026-04-02,POSTED
BANK_009774,ACC_JPM_USD_01,SETTLE_009774,SETTLEMENT PAYOUT REF SETTLE_009774,CREDIT,92.95,USD,2026-01-07 22:12:38,2026-01-07,POSTED
BANK_009775,ACC_ICICI_INR_02,SETTLE_009775,SETTLEMENT PAYOUT REF SETTLE_009775,CREDIT,491.01,INR,2026-02-27 17:07:32,2026-02-27,POSTED
BANK_009776,ACC_BNP_EUR_02,SETTLE_009776,SETTLEMENT PAYOUT REF SETTLE_009776,CREDIT,72.61,EUR,2026-03-20 16:51:15,2026-03-20,POSTED
BANK_009777,ACC_BOA_USD_02,SETTLE_009777,SETTLEMENT PAYOUT REF SETTLE_009777,CREDIT,1857.07,USD,2026-01-10 22:02:53,2026-01-10,POSTED
BANK_009778,ACC_BNP_EUR_02,SETTLE_009778,SETTLEMENT PAYOUT REF SETTLE_009778,CREDIT,36.61,EUR,2026-01-16 09:53:29,2026-01-16,POSTED
BANK_009779,ACC_HSBC_GBP_02,SETTLE_009779,SETTLEMENT PAYOUT REF SETTLE_009779,CREDIT,541.16,GBP,2026-01-13 04:15:25,2026-01-13,POSTED
BANK_009780,ACC_HSBC_GBP_02,SETTLE_009780,SETTLEMENT PAYOUT REF SETTLE_009780,CREDIT,584.47,GBP,2026-01-09 05:08:24,2026-01-09,POSTED
BANK_009782,ACC_ICICI_INR_02,SETTLE_009782,SETTLEMENT PAYOUT REF SETTLE_009782,CREDIT,2499.00,INR,2026-02-09 09:06:12,2026-02-09,POSTED
BANK_009783,ACC_JPM_USD_01,SETTLE_009783,SETTLEMENT PAYOUT REF SETTLE_009783,CREDIT,47.72,USD,2026-01-14 21:50:10,2026-01-14,POSTED
BANK_009784,ACC_BARC_GBP_01,SETTLE_009784,SETTLEMENT PAYOUT REF SETTLE_009784,CREDIT,258.05,GBP,2026-01-10 04:23:32,2026-01-10,POSTED
BANK_009785,ACC_ICICI_INR_02,SETTLE_009785,SETTLEMENT PAYOUT REF SETTLE_009785,CREDIT,2499.00,INR,2026-01-09 05:34:15,2026-01-09,POSTED
BANK_009786,ACC_BNP_EUR_02,SETTLE_009786,SETTLEMENT PAYOUT REF SETTLE_009786,CREDIT,93.58,EUR,2026-02-14 21:11:46,2026-02-14,POSTED
BANK_009787,ACC_WF_USD_03,SETTLE_009787,SETTLEMENT PAYOUT REF SETTLE_009787,CREDIT,240.06,USD,2026-01-12 00:54:11,2026-01-12,POSTED
BANK_009788,ACC_DB_EUR_01,SETTLE_009788,SETTLEMENT PAYOUT REF SETTLE_009788,CREDIT,175.91,EUR,2026-03-28 15:09:51,2026-03-28,POSTED
BANK_009789,ACC_HDFC_INR_01,SETTLE_009789,SETTLEMENT PAYOUT REF SETTLE_009789,CREDIT,4896.02,INR,2026-03-23 21:04:40,2026-03-23,POSTED
BANK_009790,ACC_JPM_USD_01,SETTLE_009790,SETTLEMENT PAYOUT REF SETTLE_009790,CREDIT,1786.83,USD,2026-01-11 04:28:19,2026-01-11,POSTED
BANK_009791,ACC_HSBC_GBP_02,SETTLE_009791,SETTLEMENT PAYOUT REF SETTLE_009791,CREDIT,1699.81,GBP,2026-01-10 09:15:08,2026-01-10,POSTED
BANK_009792,ACC_ICICI_INR_02,SETTLE_009792,SETTLEMENT PAYOUT REF SETTLE_009792,CREDIT,244.15,INR,2026-03-28 04:07:31,2026-03-28,POSTED
BANK_009793,ACC_ICICI_INR_02,SETTLE_009793,SETTLEMENT PAYOUT REF SETTLE_009793,CREDIT,976.02,INR,2026-01-23 11:25:15,2026-01-23,POSTED
BANK_009794,ACC_BOA_USD_02,SETTLE_009794,SETTLEMENT PAYOUT REF SETTLE_009794,CREDIT,789.20,USD,2026-01-21 05:49:17,2026-01-21,POSTED
BANK_009795,ACC_HSBC_GBP_02,SETTLE_009795,SETTLEMENT PAYOUT REF SETTLE_009795,CREDIT,147.16,GBP,2026-03-30 03:37:15,2026-03-30,POSTED
BANK_009796,ACC_TD_CAD_02,SETTLE_009796,SETTLEMENT PAYOUT REF SETTLE_009796,CREDIT,55.41,CAD,2026-01-27 15:11:40,2026-01-27,POSTED
BANK_009797,ACC_WF_USD_03,SETTLE_009797,SETTLEMENT PAYOUT REF SETTLE_009797,CREDIT,76.96,USD,2026-01-11 13:57:31,2026-01-11,POSTED
