bank_entry_id,settlement_batch_id,booked_at,credited_amount,currency,bank_reference,description
SYNTH-BANK-001119,SYNTH-BATCH-USD-2026-01-04-0009,2026-01-03T23:54:01Z,19976.89,USD,SYNTH-BANK-REF-001119,Synthetic settlement for SYNTH-BATCH-USD-2026-01-04-0009
SYNTH-BANK-001120,SYNTH-BATCH-USD-2026-01-04-0010,2026-01-03T22:33:09Z,28227.75,USD,SYNTH-BANK-REF-001120,Synthetic settlement for SYNTH-BATCH-USD-2026-01-04-0010
SYNTH-BANK-001121,SYNTH-BATCH-USD-2026-01-04-0011,2026-01-03T23:16:59Z,21322.02,USD,SYNTH-BANK-REF-001121,Synthetic settlement for SYNTH-BATCH-USD-2026-01-04-0011
SYNTH-BANK-001122,SYNTH-BATCH-USD-2026-01-04-0012,2026-01-03T23:38:01Z,23053.59,USD,SYNTH-BANK-REF-001122,Synthetic settlement for SYNTH-BATCH-USD-2026-01-04-0012
SYNTH-BANK-001123,SYNTH-BATCH-USD-2026-01-05-0000,2026-01-04T23:28:42Z,28532.67,USD,SYNTH-BANK-REF-001123,Synthetic settlement for SYNTH-BATCH-USD-2026-01-05-0000
SYNTH-BANK-001124,SYNTH-BATCH-USD-2026-01-05-0001,2026-01-04T23:34:27Z,21850.37,USD,SYNTH-BANK-REF-001124,Synthetic settlement for SYNTH-BATCH-USD-2026-01-05-0001
SYNTH-BANK-001125,SYNTH-BATCH-USD-2026-01-05-0002,2026-01-05T00:05:46Z,23602.41,USD,SYNTH-BANK-REF-001125,Synthetic settlement for SYNTH-BATCH-USD-2026-01-05-0002
SYNTH-BANK-001126,SYNTH-BATCH-USD-2026-01-05-0003,2026-01-05T00:07:02Z,19754.92,USD,SYNTH-BANK-REF-001126,Synthetic settlement for SYNTH-BATCH-USD-2026-01-05-0003
SYNTH-BANK-001127,SYNTH-BATCH-USD-2026-01-05-0004,2026-01-04T22:44:11Z,24724.47,USD,SYNTH-BANK-REF-001127,Synthetic settlement for SYNTH-BATCH-USD-2026-01-05-0004
SYNTH-BANK-001128,SYNTH-BATCH-USD-2026-01-05-0005,2026-01-04T22:43:21Z,23291.34,USD,SYNTH-BANK-REF-001128,Synthetic settlement for SYNTH-BATCH-USD-2026-01-05-0005
SYNTH-BANK-001129,SYNTH-BATCH-USD-2026-01-05-0006,2026-01-05T00:03:56Z,27191.52,USD,SYNTH-BANK-REF-001129,Synthetic settlement for SYNTH-BATCH-USD-2026-01-05-0006
SYNTH-BANK-001130,SYNTH-BATCH-USD-2026-01-05-0007,2026-01-04T23:25:39Z,19549.08,USD,SYNTH-BANK-REF-001130,Synthetic settlement for SYNTH-BATCH-USD-2026-01-05-0007
SYNTH-BANK-001131,SYNTH-BATCH-USD-2026-01-05-0008,2026-01-04T23:13:58Z,28156.57,USD,SYNTH-BANK-REF-001131,Synthetic settlement for SYNTH-BATCH-USD-2026-01-05-0008
SYNTH-BANK-001132,SYNTH-BATCH-USD-2026-01-05-0009,2026-01-04T23:56:12Z,27520.82,USD,SYNTH-BANK-REF-001132,Synthetic settlement for SYNTH-BATCH-USD-2026-01-05-0009
SYNTH-BANK-001133,SYNTH-BATCH-USD-2026-01-05-0010,2026-01-04T23:06:57Z,27821.33,USD,SYNTH-BANK-REF-001133,Synthetic settlement for SYNTH-BATCH-USD-2026-01-05-0010
SYNTH-BANK-001134,SYNTH-BATCH-USD-2026-01-05-0011,2026-01-04T22:56:48Z,25862.91,USD,SYNTH-BANK-REF-001134,Synthetic settlement for SYNTH-BATCH-USD-2026-01-05-0011
SYNTH-BANK-001135,SYNTH-BATCH-USD-2026-01-05-0012,2026-01-04T22:43:49Z,20776.78,USD,SYNTH-BANK-REF-001135,Synthetic settlement for SYNTH-BATCH-USD-2026-01-05-0012
SYNTH-BANK-001136,SYNTH-BATCH-USD-2026-01-06-0000,2026-01-05T23:26:41Z,21769.10,USD,SYNTH-BANK-REF-001136,Synthetic settlement for SYNTH-BATCH-USD-2026-01-06-0000
SYNTH-BANK-001137,SYNTH-BATCH-USD-2026-01-06-0001,2026-01-05T23:34:31Z,24027.46,USD,SYNTH-BANK-REF-001137,Synthetic settlement for SYNTH-BATCH-USD-2026-01-06-0001
SYNTH-BANK-001138,SYNTH-BATCH-USD-2026-01-06-0002,2026-01-05T23:21:57Z,25517.83,USD,SYNTH-BANK-REF-001138,Synthetic settlement for SYNTH-BATCH-USD-2026-01-06-0002
SYNTH-BANK-001139,SYNTH-BATCH-USD-2026-01-06-0003,2026-01-05T22:58:31Z,21079.25,USD,SYNTH-BANK-REF-001139,Synthetic settlement for SYNTH-BATCH-USD-2026-01-06-0003
SYNTH-BANK-001140,SYNTH-BATCH-USD-2026-01-06-0004,2026-01-05T22:28:27Z,27761.28,USD,SYNTH-BANK-REF-001140,Synthetic settlement for SYNTH-BATCH-USD-2026-01-06-0004
SYNTH-BANK-001141,SYNTH-BATCH-USD-2026-01-06-0005,2026-01-06T00:07:12Z,21875.85,USD,SYNTH-BANK-REF-001141,Synthetic settlement for SYNTH-BATCH-USD-2026-01-06-0005
SYNTH-BANK-001142,SYNTH-BATCH-USD-2026-01-06-0006,2026-01-05T22:54:29Z,29263.54,USD,SYNTH-BANK-REF-001142,Synthetic settlement for SYNTH-BATCH-USD-2026-01-06-0006
SYNTH-BANK-001143,SYNTH-BATCH-USD-2026-01-06-0007,2026-01-05T23:50:21Z,23774.73,USD,SYNTH-BANK-REF-001143,Synthetic settlement for SYNTH-BATCH-USD-2026-01-06-0007
SYNTH-BANK-001144,SYNTH-BATCH-USD-2026-01-06-0008,2026-01-05T22:12:51Z,21964.17,USD,SYNTH-BANK-REF-001144,Synthetic settlement for SYNTH-BATCH-USD-2026-01-06-0008
SYNTH-BANK-001145,SYNTH-BATCH-USD-2026-01-06-0009,2026-01-05T23:48:57Z,24038.40,USD,SYNTH-BANK-REF-001145,Synthetic settlement for SYNTH-BATCH-USD-2026-01-06-0009
SYNTH-BANK-001146,SYNTH-BATCH-USD-2026-01-06-0010,2026-01-05T23:01:21Z,29705.46,USD,SYNTH-BANK-REF-001146,Synthetic settlement for SYNTH-BATCH-USD-2026-01-06-0010
SYNTH-BANK-001147,SYNTH-BATCH-USD-2026-01-06-0011,2026-01-05T23:08:23Z,21708.60,USD,SYNTH-BANK-REF-001147,Synthetic settlement for SYNTH-BATCH-USD-2026-01-06-0011
SYNTH-BANK-001148,SYNTH-BATCH-USD-2026-01-06-0012,2026-01-06T00:07:35Z,17762.38,USD,SYNTH-BANK-REF-001148,Synthetic settlement for SYNTH-BATCH-USD-2026-01-06-0012
SYNTH-BANK-001149,SYNTH-BATCH-USD-2026-01-07-0000,2026-01-06T23:33:41Z,27767.22,USD,SYNTH-BANK-REF-001149,Synthetic settlement for SYNTH-BATCH-USD-2026-01-07-0000
SYNTH-BANK-001150,SYNTH-BATCH-USD-2026-01-07-0001,2026-01-06T23:39:10Z,22611.56,USD,SYNTH-BANK-REF-001150,Synthetic settlement for SYNTH-BATCH-USD-2026-01-07-0001
SYNTH-BANK-001151,SYNTH-BATCH-USD-2026-01-07-0002,2026-01-06T22:48:38Z,27011.93,USD,SYNTH-BANK-REF-001151,Synthetic settlement for SYNTH-BATCH-USD-2026-01-07-0002
SYNTH-BANK-001152,SYNTH-BATCH-USD-2026-01-07-0003,2026-01-06T22:25:09Z,18942.02,USD,SYNTH-BANK-REF-001152,Synthetic settlement for SYNTH-BATCH-USD-2026-01-07-0003
SYNTH-BANK-001153,SYNTH-BATCH-USD-2026-01-07-0004,2026-01-06T23:51:55Z,27496.19,USD,SYNTH-BANK-REF-001153,Synthetic settlement for SYNTH-BATCH-USD-2026-01-07-0004
SYNTH-BANK-001154,SYNTH-BATCH-USD-2026-01-07-0005,2026-01-07T00:06:32Z,25564.54,USD,SYNTH-BANK-REF-001154,Synthetic settlement for SYNTH-BATCH-USD-2026-01-07-0005
SYNTH-BANK-001155,SYNTH-BATCH-USD-2026-01-07-0006,2026-01-06T23:52:22Z,24747.36,USD,SYNTH-BANK-REF-001155,Synthetic settlement for SYNTH-BATCH-USD-2026-01-07-0006
SYNTH-BANK-001156,SYNTH-BATCH-USD-2026-01-07-0007,2026-01-07T00:09:40Z,27362.91,USD,SYNTH-BANK-REF-001156,Synthetic settlement for SYNTH-BATCH-USD-2026-01-07-0007
SYNTH-BANK-001157,SYNTH-BATCH-USD-2026-01-07-0008,2026-01-06T23:53:29Z,27694.38,USD,SYNTH-BANK-REF-001157,Synthetic settlement for SYNTH-BATCH-USD-2026-01-07-0008
SYNTH-BANK-001158,SYNTH-BATCH-USD-2026-01-07-0009,2026-01-06T23:33:45Z,24030.89,USD,SYNTH-BANK-REF-001158,Synthetic settlement for SYNTH-BATCH-USD-2026-01-07-0009
SYNTH-BANK-001159,SYNTH-BATCH-USD-2026-01-07-0010,2026-01-06T23:14:25Z,25728.01,USD,SYNTH-BANK-REF-001159,Synthetic settlement for SYNTH-BATCH-USD-2026-01-07-0010
SYNTH-BANK-001160,SYNTH-BATCH-USD-2026-01-07-0011,2026-01-07T00:04:07Z,23595.92,USD,SYNTH-BANK-REF-001160,Synthetic settlement for SYNTH-BATCH-USD-2026-01-07-0011
SYNTH-BANK-001161,SYNTH-BATCH-USD-2026-01-07-0012,2026-01-06T23:12:53Z,23687.67,USD,SYNTH-BANK-REF-001161,Synthetic settlement for SYNTH-BATCH-USD-2026-01-07-0012
SYNTH-BANK-001162,SYNTH-BATCH-USD-2026-01-08-0000,2026-01-07T23:41:24Z,21311.23,USD,SYNTH-BANK-REF-001162,Synthetic settlement for SYNTH-BATCH-USD-2026-01-08-0000
SYNTH-BANK-001163,SYNTH-BATCH-USD-2026-01-08-0001,2026-01-07T22:56:42Z,26786.25,USD,SYNTH-BANK-REF-001163,Synthetic settlement for SYNTH-BATCH-USD-2026-01-08-0001
SYNTH-BANK-001164,SYNTH-BATCH-USD-2026-01-08-0002,2026-01-07T23:23:09Z,21166.35,USD,SYNTH-BANK-REF-001164,Synthetic settlement for SYNTH-BATCH-USD-2026-01-08-0002
SYNTH-BANK-001165,SYNTH-BATCH-USD-2026-01-08-0003,2026-01-07T23:01:37Z,19363.51,USD,SYNTH-BANK-REF-001165,Synthetic settlement for SYNTH-BATCH-USD-2026-01-08-0003
SYNTH-BANK-001166,SYNTH-BATCH-USD-2026-01-08-0004,2026-01-07T22:56:32Z,27997.92,USD,SYNTH-BANK-REF-001166,Synthetic settlement for SYNTH-BATCH-USD-2026-01-08-0004
SYNTH-BANK-001167,SYNTH-BATCH-USD-2026-01-08-0005,2026-01-07T23:31:27Z,26674.97,USD,SYNTH-BANK-REF-001167,Synthetic settlement for SYNTH-BATCH-USD-2026-01-08-0005
SYNTH-BANK-001168,SYNTH-BATCH-USD-2026-01-08-0006,2026-01-07T22:05:02Z,19857.37,USD,SYNTH-BANK-REF-001168,Synthetic settlement for SYNTH-BATCH-USD-2026-01-08-0006
SYNTH-BANK-001169,SYNTH-BATCH-USD-2026-01-08-0007,2026-01-08T00:04:02Z,19860.69,USD,SYNTH-BANK-REF-001169,Synthetic settlement for SYNTH-BATCH-USD-2026-01-08-0007
SYNTH-BANK-001170,SYNTH-BATCH-USD-2026-01-08-0008,2026-01-07T23:22:46Z,25029.51,USD,SYNTH-BANK-REF-001170,Synthetic settlement for SYNTH-BATCH-USD-2026-01-08-0008
SYNTH-BANK-001171,SYNTH-BATCH-USD-2026-01-08-0009,2026-01-08T00:04:46Z,18180.40,USD,SYNTH-BANK-REF-001171,Synthetic settlement for SYNTH-BATCH-USD-2026-01-08-0009
SYNTH-BANK-001172,SYNTH-BATCH-USD-2026-01-08-0010,2026-01-07T22:44:08Z,24997.23,USD,SYNTH-BANK-REF-001172,Synthetic settlement for SYNTH-BATCH-USD-2026-01-08-0010
SYNTH-BANK-001173,SYNTH-BATCH-USD-2026-01-08-0011,2026-01-07T23:51:39Z,25749.45,USD,SYNTH-BANK-REF-001173,Synthetic settlement for SYNTH-BATCH-USD-2026-01-08-0011
SYNTH-BANK-001174,SYNTH-BATCH-USD-2026-01-08-0012,2026-01-07T23:33:50Z,27997.60,USD,SYNTH-BANK-REF-001174,Synthetic settlement for SYNTH-BATCH-USD-2026-01-08-0012
SYNTH-BANK-001175,SYNTH-BATCH-USD-2026-01-09-0000,2026-01-08T23:32:10Z,22189.94,USD,SYNTH-BANK-REF-001175,Synthetic settlement for SYNTH-BATCH-USD-2026-01-09-0000
SYNTH-BANK-001176,SYNTH-BATCH-USD-2026-01-09-0001,2026-01-08T23:11:01Z,32479.50,USD,SYNTH-BANK-REF-001176,Synthetic settlement for SYNTH-BATCH-USD-2026-01-09-0001
SYNTH-BANK-001177,SYNTH-BATCH-USD-2026-01-09-0002,2026-01-08T23:56:06Z,23741.80,USD,SYNTH-BANK-REF-001177,Synthetic settlement for SYNTH-BATCH-USD-2026-01-09-0002
SYNTH-BANK-001178,SYNTH-BATCH-USD-2026-01-09-0003,2026-01-08T23:29:19Z,29739.93,USD,SYNTH-BANK-REF-001178,Synthetic settlement for SYNTH-BATCH-USD-2026-01-09-0003
SYNTH-BANK-001179,SYNTH-BATCH-USD-2026-01-09-0004,2026-01-09T00:00:06Z,25609.51,USD,SYNTH-BANK-REF-001179,Synthetic settlement for SYNTH-BATCH-USD-2026-01-09-0004
SYNTH-BANK-001180,SYNTH-BATCH-USD-2026-01-09-0005,2026-01-08T22:31:39Z,18627.99,USD,SYNTH-BANK-REF-001180,Synthetic settlement for SYNTH-BATCH-USD-2026-01-09-0005
SYNTH-BANK-001181,SYNTH-BATCH-USD-2026-01-09-0006,2026-01-08T23:10:38Z,23316.28,USD,SYNTH-BANK-REF-001181,Synthetic settlement for SYNTH-BATCH-USD-2026-01-09-0006
SYNTH-BANK-001182,SYNTH-BATCH-USD-2026-01-09-0007,2026-01-08T23:55:50Z,19776.61,USD,SYNTH-BANK-REF-001182,Synthetic settlement for SYNTH-BATCH-USD-2026-01-09-0007
SYNTH-BANK-001183,SYNTH-BATCH-USD-2026-01-09-0008,2026-01-08T23:22:55Z,27569.65,USD,SYNTH-BANK-REF-001183,Synthetic settlement for SYNTH-BATCH-USD-2026-01-09-0008
SYNTH-BANK-001184,SYNTH-BATCH-USD-2026-01-09-0009,2026-01-09T00:00:41Z,27696.08,USD,SYNTH-BANK-REF-001184,Synthetic settlement for SYNTH-BATCH-USD-2026-01-09-0009
SYNTH-BANK-001185,SYNTH-BATCH-USD-2026-01-09-0010,2026-01-08T23:45:34Z,23141.44,USD,SYNTH-BANK-REF-001185,Synthetic settlement for SYNTH-BATCH-USD-2026-01-09-0010
SYNTH-BANK-001186,SYNTH-BATCH-USD-2026-01-09-0011,2026-01-08T23:18:54Z,23080.18,USD,SYNTH-BANK-REF-001186,Synthetic settlement for SYNTH-BATCH-USD-2026-01-09-0011
SYNTH-BANK-001187,SYNTH-BATCH-USD-2026-01-09-0012,2026-01-08T22:33:10Z,22292.04,USD,SYNTH-BANK-REF-001187,Synthetic settlement for SYNTH-BATCH-USD-2026-01-09-0012
SYNTH-BANK-001188,SYNTH-BATCH-USD-2026-01-10-0000,2026-01-09T22:59:31Z,24397.66,USD,SYNTH-BANK-REF-001188,Synthetic settlement for SYNTH-BATCH-USD-2026-01-10-0000
SYNTH-BANK-001189,SYNTH-BATCH-USD-2026-01-10-0001,2026-01-10T00:01:45Z,23843.01,USD,SYNTH-BANK-REF-001189,Synthetic settlement for SYNTH-BATCH-USD-2026-01-10-0001
SYNTH-BANK-001190,SYNTH-BATCH-USD-2026-01-10-0002,2026-01-09T23:16:36Z,18172.91,USD,SYNTH-BANK-REF-001190,Synthetic settlement for SYNTH-BATCH-USD-2026-01-10-0002
SYNTH-BANK-001191,SYNTH-BATCH-USD-2026-01-10-0003,2026-01-09T23:21:26Z,24952.23,USD,SYNTH-BANK-REF-001191,Synthetic settlement for SYNTH-BATCH-USD-2026-01-10-0003
SYNTH-BANK-001192,SYNTH-BATCH-USD-2026-01-10-0004,2026-01-09T22:37:01Z,18785.99,USD,SYNTH-BANK-REF-001192,Synthetic settlement for SYNTH-BATCH-USD-2026-01-10-0004
SYNTH-BANK-001193,SYNTH-BATCH-USD-2026-01-10-0005,2026-01-09T23:16:07Z,25597.27,USD,SYNTH-BANK-REF-001193,Synthetic settlement for SYNTH-BATCH-USD-2026-01-10-0005
SYNTH-BANK-001194,SYNTH-BATCH-USD-2026-01-10-0006,2026-01-09T23:12:44Z,25677.80,USD,SYNTH-BANK-REF-001194,Synthetic settlement for SYNTH-BATCH-USD-2026-01-10-0006
SYNTH-BANK-001195,SYNTH-BATCH-USD-2026-01-10-0007,2026-01-09T23:19:38Z,24743.65,USD,SYNTH-BANK-REF-001195,Synthetic settlement for SYNTH-BATCH-USD-2026-01-10-0007
SYNTH-BANK-001196,SYNTH-BATCH-USD-2026-01-10-0008,2026-01-09T21:30:01Z,21332.38,USD,SYNTH-BANK-REF-001196,Synthetic settlement for SYNTH-BATCH-USD-2026-01-10-0008
SYNTH-BANK-001197,SYNTH-BATCH-USD-2026-01-10-0009,2026-01-09T21:17:53Z,25397.75,USD,SYNTH-BANK-REF-001197,Synthetic settlement for SYNTH-BATCH-USD-2026-01-10-0009
SYNTH-BANK-001198,SYNTH-BATCH-USD-2026-01-10-0010,2026-01-09T23:09:09Z,21751.82,USD,SYNTH-BANK-REF-001198,Synthetic settlement for SYNTH-BATCH-USD-2026-01-10-0010
SYNTH-BANK-001199,SYNTH-BATCH-USD-2026-01-10-0011,2026-01-09T23:01:32Z,23647.30,USD,SYNTH-BANK-REF-001199,Synthetic settlement for SYNTH-BATCH-USD-2026-01-10-0011
SYNTH-BANK-001200,SYNTH-BATCH-USD-2026-01-10-0012,2026-01-09T23:49:44Z,19726.11,USD,SYNTH-BANK-REF-001200,Synthetic settlement for SYNTH-BATCH-USD-2026-01-10-0012
SYNTH-BANK-001201,SYNTH-BATCH-USD-2026-01-11-0000,2026-01-10T23:51:33Z,17462.64,USD,SYNTH-BANK-REF-001201,Synthetic settlement for SYNTH-BATCH-USD-2026-01-11-0000
SYNTH-BANK-001202,SYNTH-BATCH-USD-2026-01-11-0001,2026-01-10T23:07:00Z,26269.02,USD,SYNTH-BANK-REF-001202,Synthetic settlement for SYNTH-BATCH-USD-2026-01-11-0001
SYNTH-BANK-001203,SYNTH-BATCH-USD-2026-01-11-0002,2026-01-10T23:03:45Z,19871.34,USD,SYNTH-BANK-REF-001203,Synthetic settlement for SYNTH-BATCH-USD-2026-01-11-0002
SYNTH-BANK-001204,SYNTH-BATCH-USD-2026-01-11-0003,2026-01-10T23:03:02Z,23944.89,USD,SYNTH-BANK-REF-001204,Synthetic settlement for SYNTH-BATCH-USD-2026-01-11-0003
SYNTH-BANK-001205,SYNTH-BATCH-USD-2026-01-11-0004,2026-01-10T23:36:26Z,24489.88,USD,SYNTH-BANK-REF-001205,Synthetic settlement for SYNTH-BATCH-USD-2026-01-11-0004
SYNTH-BANK-001206,SYNTH-BATCH-USD-2026-01-11-0005,2026-01-10T23:58:28Z,26219.49,USD,SYNTH-BANK-REF-001206,Synthetic settlement for SYNTH-BATCH-USD-2026-01-11-0005
SYNTH-BANK-001207,SYNTH-BATCH-USD-2026-01-11-0006,2026-01-10T23:24:54Z,22799.70,USD,SYNTH-BANK-REF-001207,Synthetic settlement for SYNTH-BATCH-USD-2026-01-11-0006
SYNTH-BANK-001208,SYNTH-BATCH-USD-2026-01-11-0007,2026-01-10T22:14:54Z,27856.10,USD,SYNTH-BANK-REF-001208,Synthetic settlement for SYNTH-BATCH-USD-2026-01-11-0007
SYNTH-BANK-001209,SYNTH-BATCH-USD-2026-01-11-0008,2026-01-10T22:44:04Z,22924.58,USD,SYNTH-BANK-REF-001209,Synthetic settlement for SYNTH-BATCH-USD-2026-01-11-0008
SYNTH-BANK-001210,SYNTH-BATCH-USD-2026-01-11-0009,2026-01-10T23:35:29Z,35033.00,USD,SYNTH-BANK-REF-001210,Synthetic settlement for SYNTH-BATCH-USD-2026-01-11-0009
SYNTH-BANK-001211,SYNTH-BATCH-USD-2026-01-11-0010,2026-01-10T22:59:25Z,23408.15,USD,SYNTH-BANK-REF-001211,Synthetic settlement for SYNTH-BATCH-USD-2026-01-11-0010
SYNTH-BANK-001212,SYNTH-BATCH-USD-2026-01-11-0011,2026-01-10T23:20:40Z,31201.20,USD,SYNTH-BANK-REF-001212,Synthetic settlement for SYNTH-BATCH-USD-2026-01-11-0011
SYNTH-BANK-001213,SYNTH-BATCH-USD-2026-01-11-0012,2026-01-10T23:38:40Z,18234.72,USD,SYNTH-BANK-REF-001213,Synthetic settlement for SYNTH-BATCH-USD-2026-01-11-0012
SYNTH-BANK-001214,SYNTH-BATCH-USD-2026-01-12-0000,2026-01-11T23:19:31Z,21048.34,USD,SYNTH-BANK-REF-001214,Synthetic settlement for SYNTH-BATCH-USD-2026-01-12-0000
SYNTH-BANK-001215,SYNTH-BATCH-USD-2026-01-12-0001,2026-01-11T23:15:34Z,18256.49,USD,SYNTH-BANK-REF-001215,Synthetic settlement for SYNTH-BATCH-USD-2026-01-12-0001
SYNTH-BANK-001216,SYNTH-BATCH-USD-2026-01-12-0002,2026-01-11T23:57:57Z,26774.31,USD,SYNTH-BANK-REF-001216,Synthetic settlement for SYNTH-BATCH-USD-2026-01-12-0002
SYNTH-BANK-001217,SYNTH-BATCH-USD-2026-01-12-0003,2026-01-11T23:00:53Z,18434.14,USD,SYNTH-BANK-REF-001217,Synthetic settlement for SYNTH-BATCH-USD-2026-01-12-0003
SYNTH-BANK-001218,SYNTH-BATCH-USD-2026-01-12-0004,2026-01-11T22:44:54Z,23839.44,USD,SYNTH-BANK-REF-001218,Synthetic settlement for SYNTH-BATCH-USD-2026-01-12-0004
SYNTH-BANK-001219,SYNTH-BATCH-USD-2026-01-12-0005,2026-01-11T22:44:07Z,27369.56,USD,SYNTH-BANK-REF-001219,Synthetic settlement for SYNTH-BATCH-USD-2026-01-12-0005
SYNTH-BANK-001220,SYNTH-BATCH-USD-2026-01-12-0006,2026-01-11T21:38:27Z,26016.41,USD,SYNTH-BANK-REF-001220,Synthetic settlement for SYNTH-BATCH-USD-2026-01-12-0006
SYNTH-BANK-001221,SYNTH-BATCH-USD-2026-01-12-0007,2026-01-11T22:47:40Z,21142.62,USD,SYNTH-BANK-REF-001221,Synthetic settlement for SYNTH-BATCH-USD-2026-01-12-0007
SYNTH-BANK-001222,SYNTH-BATCH-USD-2026-01-12-0008,2026-01-11T23:17:49Z,25490.34,USD,SYNTH-BANK-REF-001222,Synthetic settlement for SYNTH-BATCH-USD-2026-01-12-0008
SYNTH-BANK-001223,SYNTH-BATCH-USD-2026-01-12-0009,2026-01-11T23:34:56Z,22579.23,USD,SYNTH-BANK-REF-001223,Synthetic settlement for SYNTH-BATCH-USD-2026-01-12-0009
SYNTH-BANK-001224,SYNTH-BATCH-USD-2026-01-12-0010,2026-01-12T00:01:33Z,24922.35,USD,SYNTH-BANK-REF-001224,Synthetic settlement for SYNTH-BATCH-USD-2026-01-12-0010
SYNTH-BANK-001225,SYNTH-BATCH-USD-2026-01-12-0011,2026-01-11T23:27:10Z,27431.63,USD,SYNTH-BANK-REF-001225,Synthetic settlement for SYNTH-BATCH-USD-2026-01-12-0011
SYNTH-BANK-001226,SYNTH-BATCH-USD-2026-01-12-0012,2026-01-11T23:15:16Z,22568.68,USD,SYNTH-BANK-REF-001226,Synthetic settlement for SYNTH-BATCH-USD-2026-01-12-0012
SYNTH-BANK-001227,SYNTH-BATCH-USD-2026-01-13-0000,2026-01-12T23:06:37Z,24488.02,USD,SYNTH-BANK-REF-001227,Synthetic settlement for SYNTH-BATCH-USD-2026-01-13-0000
SYNTH-BANK-001228,SYNTH-BATCH-USD-2026-01-13-0001,2026-01-12T22:52:23Z,23048.26,USD,SYNTH-BANK-REF-001228,Synthetic settlement for SYNTH-BATCH-USD-2026-01-13-0001
SYNTH-BANK-001229,SYNTH-BATCH-USD-2026-01-13-0002,2026-01-12T23:21:25Z,22338.56,USD,SYNTH-BANK-REF-001229,Synthetic settlement for SYNTH-BATCH-USD-2026-01-13-0002
SYNTH-BANK-001230,SYNTH-BATCH-USD-2026-01-13-0003,2026-01-12T23:51:59Z,27950.37,USD,SYNTH-BANK-REF-001230,Synthetic settlement for SYNTH-BATCH-USD-2026-01-13-0003
SYNTH-BANK-001231,SYNTH-BATCH-USD-2026-01-13-0004,2026-01-13T00:08:31Z,21701.43,USD,SYNTH-BANK-REF-001231,Synthetic settlement for SYNTH-BATCH-USD-2026-01-13-0004
SYNTH-BANK-001232,SYNTH-BATCH-USD-2026-01-13-0005,2026-01-12T22:18:41Z,20750.81,USD,SYNTH-BANK-REF-001232,Synthetic settlement for SYNTH-BATCH-USD-2026-01-13-0005
SYNTH-BANK-001233,SYNTH-BATCH-USD-2026-01-13-0006,2026-01-13T00:07:08Z,26039.34,USD,SYNTH-BANK-REF-001233,Synthetic settlement for SYNTH-BATCH-USD-2026-01-13-0006
SYNTH-BANK-001234,SYNTH-BATCH-USD-2026-01-13-0007,2026-01-12T23:59:00Z,21598.14,USD,SYNTH-BANK-REF-001234,Synthetic settlement for SYNTH-BATCH-USD-2026-01-13-0007
SYNTH-BANK-001235,SYNTH-BATCH-USD-2026-01-13-0008,2026-01-12T23:49:35Z,26253.41,USD,SYNTH-BANK-REF-001235,Synthetic settlement for SYNTH-BATCH-USD-2026-01-13-0008
SYNTH-BANK-001236,SYNTH-BATCH-USD-2026-01-13-0009,2026-01-12T23:54:55Z,20045.68,USD,SYNTH-BANK-REF-001236,Synthetic settlement for SYNTH-BATCH-USD-2026-01-13-0009
SYNTH-BANK-001237,SYNTH-BATCH-USD-2026-01-13-0010,2026-01-12T23:36:44Z,27215.45,USD,SYNTH-BANK-REF-001237,Synthetic settlement for SYNTH-BATCH-USD-2026-01-13-0010
SYNTH-BANK-001238,SYNTH-BATCH-USD-2026-01-13-0011,2026-01-12T22:46:11Z,17147.92,USD,SYNTH-BANK-REF-001238,Synthetic settlement for SYNTH-BATCH-USD-2026-01-13-0011
SYNTH-BANK-001239,SYNTH-BATCH-USD-2026-01-13-0012,2026-01-12T22:56:58Z,23492.24,USD,SYNTH-BANK-REF-001239,Synthetic settlement for SYNTH-BATCH-USD-2026-01-13-0012
SYNTH-BANK-001240,SYNTH-BATCH-USD-2026-01-14-0000,2026-01-13T23:27:38Z,26973.16,USD,SYNTH-BANK-REF-001240,Synthetic settlement for SYNTH-BATCH-USD-2026-01-14-0000
SYNTH-BANK-001241,SYNTH-BATCH-USD-2026-01-14-0001,2026-01-13T23:35:47Z,20851.81,USD,SYNTH-BANK-REF-001241,Synthetic settlement for SYNTH-BATCH-USD-2026-01-14-0001
SYNTH-BANK-001242,SYNTH-BATCH-USD-2026-01-14-0002,2026-01-13T23:26:03Z,24676.47,USD,SYNTH-BANK-REF-001242,Synthetic settlement for SYNTH-BATCH-USD-2026-01-14-0002
SYNTH-BANK-001243,SYNTH-BATCH-USD-2026-01-14-0003,2026-01-13T22:46:11Z,21948.86,USD,SYNTH-BANK-REF-001243,Synthetic settlement for SYNTH-BATCH-USD-2026-01-14-0003
SYNTH-BANK-001244,SYNTH-BATCH-USD-2026-01-14-0004,2026-01-13T22:57:03Z,27646.64,USD,SYNTH-BANK-REF-001244,Synthetic settlement for SYNTH-BATCH-USD-2026-01-14-0004
SYNTH-BANK-001245,SYNTH-BATCH-USD-2026-01-14-0005,2026-01-13T23:22:42Z,25587.85,USD,SYNTH-BANK-REF-001245,Synthetic settlement for SYNTH-BATCH-USD-2026-01-14-0005
SYNTH-BANK-001246,SYNTH-BATCH-USD-2026-01-14-0006,2026-01-13T23:24:33Z,22515.48,USD,SYNTH-BANK-REF-001246,Synthetic settlement for SYNTH-BATCH-USD-2026-01-14-0006
