processor_transaction_id,merchant_order_id,processor_event_type,processor_event_time,gross_amount,fee_amount,net_amount,currency,settlement_batch_id,processor_status
SYNTH-PROC-006965,SYNTH-ORDER-006965,CAPTURE,2026-01-21T10:06:58Z,845.45,24.82,820.63,USD,SYNTH-BATCH-USD-2026-01-23-0008,SETTLED
SYNTH-PROC-006966,SYNTH-ORDER-006966,CAPTURE,2026-01-22T12:25:49Z,1389.33,40.59,1348.74,USD,SYNTH-BATCH-USD-2026-01-24-0008,SETTLED
SYNTH-PROC-006967,SYNTH-ORDER-006967,CAPTURE,2026-01-23T14:32:44Z,370.17,11.03,359.14,USD,SYNTH-BATCH-USD-2026-01-25-0008,SETTLED
SYNTH-PROC-006968,SYNTH-ORDER-006968,CAPTURE,2026-01-24T16:31:24Z,2209.32,64.37,2144.95,USD,SYNTH-BATCH-USD-2026-01-26-0008,SETTLED
SYNTH-PROC-006969,SYNTH-ORDER-006969,CAPTURE,2026-01-25T18:19:07Z,1701.81,49.65,1652.16,USD,SYNTH-BATCH-USD-2026-01-27-0008,SETTLED
SYNTH-PROC-006970,SYNTH-ORDER-006970,CAPTURE,2026-01-26T20:36:27Z,69.30,2.31,66.99,EUR,SYNTH-BATCH-EUR-2026-01-28-0008,SETTLED
SYNTH-PROC-006971,SYNTH-ORDER-006971,CAPTURE,2026-01-27T23:14:58Z,1601.29,46.74,1554.55,GBP,SYNTH-BATCH-GBP-2026-01-29-0008,SETTLED
SYNTH-PROC-006972,SYNTH-ORDER-006972,CAPTURE,2026-01-28T01:33:09Z,271.69,8.18,263.51,USD,SYNTH-BATCH-USD-2026-01-30-0008,SETTLED
SYNTH-PROC-006973,SYNTH-ORDER-006973,CAPTURE,2026-01-29T03:12:26Z,1214.82,35.53,1179.29,USD,SYNTH-BATCH-USD-2026-01-31-0008,SETTLED
SYNTH-PROC-006974,SYNTH-ORDER-006974,CAPTURE,2026-01-30T05:55:13Z,319.45,9.56,309.89,USD,SYNTH-BATCH-USD-2026-02-01-0008,SETTLED
SYNTH-PROC-006975,SYNTH-ORDER-006975,CAPTURE,2026-01-31T07:29:25Z,1214.97,35.53,1179.44,USD,SYNTH-BATCH-USD-2026-02-02-0008,SETTLED
SYNTH-PROC-006976,SYNTH-ORDER-006976,CAPTURE,2026-01-01T09:53:33Z,299.36,8.98,290.38,USD,SYNTH-BATCH-USD-2026-01-03-0009,SETTLED
SYNTH-PROC-006977,SYNTH-ORDER-006977,CAPTURE,2026-01-02T12:18:13Z,470.62,13.95,456.67,USD,SYNTH-BATCH-USD-2026-01-04-0009,SETTLED
SYNTH-PROC-006978,SYNTH-ORDER-006978,CAPTURE,2026-01-03T14:41:45Z,589.50,17.40,572.10,USD,SYNTH-BATCH-USD-2026-01-05-0009,SETTLED
SYNTH-PROC-006979,SYNTH-ORDER-006979,CAPTURE,2026-01-04T16:26:12Z,622.08,18.34,603.74,USD,SYNTH-BATCH-USD-2026-01-06-0009,SETTLED
SYNTH-PROC-006980,SYNTH-ORDER-006980,CAPTURE,2026-01-05T18:22:42Z,967.38,28.35,939.03,EUR,SYNTH-BATCH-EUR-2026-01-07-0009,SETTLED
SYNTH-PROC-006981,SYNTH-ORDER-006981,CAPTURE,2026-01-06T20:35:54Z,1349.39,39.43,1309.96,GBP,SYNTH-BATCH-GBP-2026-01-08-0009,SETTLED
SYNTH-PROC-006982,SYNTH-ORDER-006982,CAPTURE,2026-01-07T23:28:34Z,432.24,12.83,419.41,USD,SYNTH-BATCH-USD-2026-01-09-0009,SETTLED
SYNTH-PROC-006983,SYNTH-ORDER-006983,CAPTURE,2026-01-08T01:27:32Z,2343.61,68.26,2275.35,USD,SYNTH-BATCH-USD-2026-01-10-0009,SETTLED
SYNTH-PROC-006984,SYNTH-ORDER-006984,CAPTURE,2026-01-09T03:36:33Z,2161.93,63.00,2098.93,USD,SYNTH-BATCH-USD-2026-01-11-0009,SETTLED
SYNTH-PROC-006985,SYNTH-ORDER-006985,CAPTURE,2026-01-10T05:47:21Z,853.12,25.04,828.08,USD,SYNTH-BATCH-USD-2026-01-12-0009,SETTLED
SYNTH-PROC-006986,SYNTH-ORDER-006986,CAPTURE,2026-01-11T08:06:18Z,2187.84,63.75,2124.09,USD,SYNTH-BATCH-USD-2026-01-13-0009,SETTLED
SYNTH-PROC-006987,SYNTH-ORDER-006987,CAPTURE,2026-01-12T09:59:08Z,885.62,25.98,859.64,USD,SYNTH-BATCH-USD-2026-01-14-0009,SETTLED
SYNTH-PROC-006988,SYNTH-ORDER-006988,CAPTURE,2026-01-13T12:47:16Z,1309.92,38.29,1271.63,USD,SYNTH-BATCH-USD-2026-01-15-0009,SETTLED
SYNTH-PROC-006989,SYNTH-ORDER-006989,CAPTURE,2026-01-14T14:45:38Z,890.19,26.12,864.07,USD,SYNTH-BATCH-USD-2026-01-16-0009,SETTLED
SYNTH-PROC-006989,SYNTH-ORDER-006989,CAPTURE,2026-01-14T14:45:38Z,890.19,26.12,864.07,USD,SYNTH-BATCH-USD-2026-01-16-0009,SETTLED
SYNTH-PROC-006990,SYNTH-ORDER-006990,CAPTURE,2026-01-15T16:41:31Z,634.01,18.69,615.32,EUR,SYNTH-BATCH-EUR-2026-01-17-0009,SETTLED
SYNTH-PROC-006991,SYNTH-ORDER-006991,CAPTURE,2026-01-16T18:49:57Z,1383.40,40.42,1342.98,GBP,SYNTH-BATCH-GBP-2026-01-18-0009,SETTLED
SYNTH-PROC-006992,SYNTH-ORDER-006992,CAPTURE,2026-01-17T21:28:18Z,1535.39,44.83,1490.56,USD,SYNTH-BATCH-USD-2026-01-19-0009,SETTLED
SYNTH-PROC-006993,SYNTH-ORDER-006993,CAPTURE,2026-01-18T23:43:29Z,1765.92,51.51,1714.41,USD,SYNTH-BATCH-USD-2026-01-20-0009,SETTLED
SYNTH-PROC-006994,SYNTH-ORDER-006994,CAPTURE,2026-01-19T01:02:57Z,2116.89,61.69,2055.20,USD,SYNTH-BATCH-USD-2026-01-21-0009,SETTLED
SYNTH-PROC-006995,SYNTH-ORDER-006995,CAPTURE,2026-01-20T03:45:54Z,1986.66,57.91,1928.75,USD,SYNTH-BATCH-USD-2026-01-22-0009,SETTLED
SYNTH-PROC-006996,SYNTH-ORDER-006996,CAPTURE,2026-01-21T05:47:20Z,923.24,27.07,896.17,USD,SYNTH-BATCH-USD-2026-01-23-0009,SETTLED
SYNTH-PROC-006997,SYNTH-ORDER-006997,CAPTURE,2026-01-22T08:21:23Z,1288.55,37.67,1250.88,USD,SYNTH-BATCH-USD-2026-01-24-0009,SETTLED
SYNTH-PROC-006998,SYNTH-ORDER-006998,CAPTURE,2026-01-23T09:52:24Z,1845.78,53.83,1791.95,USD,SYNTH-BATCH-USD-2026-01-25-0009,SETTLED
SYNTH-PROC-006999,SYNTH-ORDER-006999,CAPTURE,2026-01-24T12:03:43Z,706.78,20.80,685.98,USD,SYNTH-BATCH-USD-2026-01-26-0009,SETTLED
SYNTH-PROC-007000,SYNTH-ORDER-007000,CAPTURE,2026-01-25T14:16:44Z,2493.70,72.62,2421.08,EUR,SYNTH-BATCH-EUR-2026-01-27-0009,SETTLED
SYNTH-PROC-007001,SYNTH-ORDER-007001,CAPTURE,2026-01-26T16:52:19Z,1799.14,52.48,1746.66,GBP,SYNTH-BATCH-GBP-2026-01-28-0009,SETTLED
SYNTH-PROC-007002,SYNTH-ORDER-007002,CAPTURE,2026-01-27T19:01:17Z,1732.51,50.54,1681.97,USD,SYNTH-BATCH-USD-2026-01-29-0009,SETTLED
SYNTH-PROC-007003,SYNTH-ORDER-007003,CAPTURE,2026-01-28T21:12:23Z,2490.42,72.52,2417.90,USD,SYNTH-BATCH-USD-2026-01-30-0009,SETTLED
SYNTH-PROC-007004,SYNTH-ORDER-007004,CAPTURE,2026-01-29T23:26:55Z,88.96,2.88,86.08,USD,SYNTH-BATCH-USD-2026-01-31-0009,SETTLED
SYNTH-PROC-007005,SYNTH-ORDER-007005,CAPTURE,2026-01-30T01:37:53Z,1515.99,44.26,1471.73,USD,SYNTH-BATCH-USD-2026-02-01-0009,SETTLED
SYNTH-PROC-007006,SYNTH-ORDER-007006,CAPTURE,2026-01-31T04:19:50Z,861.98,25.30,836.68,USD,SYNTH-BATCH-USD-2026-02-02-0009,SETTLED
SYNTH-PROC-007007,SYNTH-ORDER-007007,CAPTURE,2026-01-01T05:56:43Z,356.38,10.64,345.74,USD,SYNTH-BATCH-USD-2026-01-03-0009,SETTLED
SYNTH-PROC-007008,SYNTH-ORDER-007008,CAPTURE,2026-01-02T08:10:28Z,2017.94,58.82,1959.12,USD,SYNTH-BATCH-USD-2026-01-04-0009,SETTLED
SYNTH-PROC-007009,SYNTH-ORDER-007009,CAPTURE,2026-01-03T10:09:00Z,906.39,26.59,879.80,USD,SYNTH-BATCH-USD-2026-01-05-0009,SETTLED
SYNTH-PROC-007010,SYNTH-ORDER-007010,CAPTURE,2026-01-04T13:01:38Z,2343.01,68.25,2274.76,EUR,SYNTH-BATCH-EUR-2026-01-06-0009,SETTLED
SYNTH-PROC-007011,SYNTH-ORDER-007011,CAPTURE,2026-01-05T14:28:37Z,623.30,18.38,604.92,GBP,SYNTH-BATCH-GBP-2026-01-07-0009,SETTLED
SYNTH-PROC-007012,SYNTH-ORDER-007012,CAPTURE,2026-01-06T16:54:43Z,301.72,9.05,292.67,USD,SYNTH-BATCH-USD-2026-01-08-0009,SETTLED
SYNTH-PROC-007013,SYNTH-ORDER-007013,CAPTURE,2026-01-07T18:51:09Z,742.31,21.83,720.48,USD,SYNTH-BATCH-USD-2026-01-09-0009,SETTLED
SYNTH-PROC-007014,SYNTH-ORDER-007014,CAPTURE,2026-01-08T21:17:53Z,1141.22,33.40,1107.82,USD,SYNTH-BATCH-USD-2026-01-10-0009,SETTLED
SYNTH-PROC-007015,SYNTH-ORDER-007015,CAPTURE,2026-01-09T23:35:29Z,1875.71,54.70,1821.01,USD,SYNTH-BATCH-USD-2026-01-11-0009,SETTLED
SYNTH-PROC-007016,SYNTH-ORDER-007016,CAPTURE,2026-01-10T01:58:36Z,159.42,4.92,154.50,USD,SYNTH-BATCH-USD-2026-01-12-0009,SETTLED
SYNTH-PROC-007017,SYNTH-ORDER-007017,CAPTURE,2026-01-11T04:09:25Z,1590.13,46.41,1543.72,USD,SYNTH-BATCH-USD-2026-01-13-0009,SETTLED
SYNTH-PROC-007018,SYNTH-ORDER-007018,CAPTURE,2026-01-12T06:38:57Z,694.16,20.43,673.73,USD,SYNTH-BATCH-USD-2026-01-14-0009,SETTLED
SYNTH-PROC-007019,SYNTH-ORDER-007019,CAPTURE,2026-01-13T08:11:12Z,1730.26,50.48,1679.78,USD,SYNTH-BATCH-USD-2026-01-15-0009,SETTLED
SYNTH-PROC-007020,SYNTH-ORDER-007020,CAPTURE,2026-01-14T10:18:40Z,1092.88,31.99,1060.89,EUR,SYNTH-BATCH-EUR-2026-01-16-0009,SETTLED
SYNTH-PROC-007020,SYNTH-ORDER-007020,CAPTURE,2026-01-14T10:18:40Z,1092.88,31.99,1060.89,EUR,SYNTH-BATCH-EUR-2026-01-16-0009,SETTLED
SYNTH-PROC-007021,SYNTH-ORDER-007021,CAPTURE,2026-01-15T12:50:10Z,359.83,10.74,349.09,GBP,SYNTH-BATCH-GBP-2026-01-17-0009,SETTLED
SYNTH-PROC-007022,SYNTH-ORDER-007022,CAPTURE,2026-01-16T15:12:54Z,1368.66,39.99,1328.67,USD,SYNTH-BATCH-USD-2026-01-18-0009,SETTLED
SYNTH-PROC-007023,SYNTH-ORDER-007023,CAPTURE,2026-01-17T17:12:24Z,1391.50,40.65,1350.85,USD,SYNTH-BATCH-USD-2026-01-19-0009,SETTLED
SYNTH-PROC-007024,SYNTH-ORDER-007024,CAPTURE,2026-01-18T19:32:22Z,929.60,27.26,902.34,USD,SYNTH-BATCH-USD-2026-01-20-0009,SETTLED
SYNTH-PROC-007025,SYNTH-ORDER-007025,CAPTURE,2026-01-19T21:23:41Z,266.87,8.04,258.83,USD,SYNTH-BATCH-USD-2026-01-21-0009,SETTLED
SYNTH-PROC-007026,SYNTH-ORDER-007026,CAPTURE,2026-01-20T23:52:13Z,1967.99,57.37,1910.62,USD,SYNTH-BATCH-USD-2026-01-22-0009,SETTLED
SYNTH-PROC-007027,SYNTH-ORDER-007027,CAPTURE,2026-01-21T02:15:53Z,585.94,17.29,568.65,USD,SYNTH-BATCH-USD-2026-01-23-0009,SETTLED
SYNTH-PROC-007028,SYNTH-ORDER-007028,CAPTURE,2026-01-22T04:11:18Z,623.99,18.40,605.59,USD,SYNTH-BATCH-USD-2026-01-24-0009,SETTLED
SYNTH-PROC-007029,SYNTH-ORDER-007029,CAPTURE,2026-01-23T06:52:01Z,1558.43,45.49,1512.94,USD,SYNTH-BATCH-USD-2026-01-25-0009,SETTLED
SYNTH-PROC-007030,SYNTH-ORDER-007030,CAPTURE,2026-01-24T08:57:34Z,1109.94,32.49,1077.45,EUR,SYNTH-BATCH-EUR-2026-01-26-0009,SETTLED
SYNTH-PROC-007031,SYNTH-ORDER-007031,CAPTURE,2026-01-25T10:52:01Z,1293.00,37.80,1255.20,GBP,SYNTH-BATCH-GBP-2026-01-27-0009,SETTLED
SYNTH-PROC-007032,SYNTH-ORDER-007032,CAPTURE,2026-01-26T13:31:39Z,891.19,26.14,865.05,USD,SYNTH-BATCH-USD-2026-01-28-0009,SETTLED
SYNTH-PROC-007033,SYNTH-ORDER-007033,CAPTURE,2026-01-27T15:32:09Z,2320.01,67.58,2252.43,USD,SYNTH-BATCH-USD-2026-01-29-0009,SETTLED
SYNTH-PROC-007034,SYNTH-ORDER-007034,CAPTURE,2026-01-28T17:45:57Z,218.28,6.63,211.65,USD,SYNTH-BATCH-USD-2026-01-30-0009,SETTLED
SYNTH-PROC-007035,SYNTH-ORDER-007035,CAPTURE,2026-01-29T19:22:59Z,257.01,7.75,249.26,USD,SYNTH-BATCH-USD-2026-01-31-0009,SETTLED
SYNTH-PROC-007036,SYNTH-ORDER-007036,CAPTURE,2026-01-30T21:33:22Z,1691.76,49.36,1642.40,USD,SYNTH-BATCH-USD-2026-02-01-0009,SETTLED
SYNTH-PROC-007037,SYNTH-ORDER-007037,CAPTURE,2026-01-31T23:37:54Z,2102.74,61.28,2041.46,USD,SYNTH-BATCH-USD-2026-02-02-0009,SETTLED
SYNTH-PROC-007038,SYNTH-ORDER-007038,CAPTURE,2026-01-01T02:11:33Z,272.73,8.21,264.52,USD,SYNTH-BATCH-USD-2026-01-03-0009,SETTLED
SYNTH-PROC-007039,SYNTH-ORDER-007039,CAPTURE,2026-01-02T04:56:54Z,1758.34,51.29,1707.05,USD,SYNTH-BATCH-USD-2026-01-04-0009,SETTLED
SYNTH-PROC-007040,SYNTH-ORDER-007040,CAPTURE,2026-01-03T06:12:58Z,2296.51,66.90,2229.61,EUR,SYNTH-BATCH-EUR-2026-01-05-0009,SETTLED
SYNTH-PROC-007041,SYNTH-ORDER-007041,CAPTURE,2026-01-04T08:54:12Z,394.56,11.74,382.82,GBP,SYNTH-BATCH-GBP-2026-01-06-0009,SETTLED
SYNTH-PROC-007042,SYNTH-ORDER-007042,CAPTURE,2026-01-05T11:05:03Z,1712.58,49.96,1662.62,USD,SYNTH-BATCH-USD-2026-01-07-0009,SETTLED
SYNTH-PROC-007043,SYNTH-ORDER-007043,CAPTURE,2026-01-06T13:22:43Z,1136.27,33.25,1103.02,USD,SYNTH-BATCH-USD-2026-01-08-0009,SETTLED
SYNTH-PROC-007044,SYNTH-ORDER-007044,CAPTURE,2026-01-07T15:21:53Z,1113.70,32.60,1081.10,USD,SYNTH-BATCH-USD-2026-01-09-0009,SETTLED
SYNTH-PROC-007045,SYNTH-ORDER-007045,CAPTURE,2026-01-08T18:11:40Z,618.49,18.24,600.25,USD,SYNTH-BATCH-USD-2026-01-10-0009,SETTLED
SYNTH-PROC-007046,SYNTH-ORDER-007046,CAPTURE,2026-01-09T19:54:57Z,744.11,21.88,722.23,USD,SYNTH-BATCH-USD-2026-01-11-0009,SETTLED
SYNTH-PROC-007047,SYNTH-ORDER-007047,CAPTURE,2026-01-10T22:17:30Z,2259.39,65.82,2193.57,USD,SYNTH-BATCH-USD-2026-01-12-0009,SETTLED
SYNTH-PROC-007048,SYNTH-ORDER-007048,CAPTURE,2026-01-11T23:54:55Z,1183.71,34.63,1149.08,USD,SYNTH-BATCH-USD-2026-01-13-0009,SETTLED
SYNTH-PROC-007049,SYNTH-ORDER-007049,CAPTURE,2026-01-12T02:21:52Z,670.92,19.76,651.16,USD,SYNTH-BATCH-USD-2026-01-14-0009,SETTLED
SYNTH-PROC-007050,SYNTH-ORDER-007050,CAPTURE,2026-01-13T05:04:15Z,1392.25,40.68,1351.57,EUR,SYNTH-BATCH-EUR-2026-01-15-0009,SETTLED
SYNTH-PROC-007051,SYNTH-ORDER-007051,CAPTURE,2026-01-14T06:40:58Z,1387.58,40.54,1347.04,GBP,SYNTH-BATCH-GBP-2026-01-16-0009,SETTLED
SYNTH-PROC-007052,SYNTH-ORDER-007052,CAPTURE,2026-01-15T08:52:49Z,100.75,3.22,97.53,USD,SYNTH-BATCH-USD-2026-01-17-0009,SETTLED
SYNTH-PROC-007053,SYNTH-ORDER-007053,CAPTURE,2026-01-16T11:18:31Z,67.72,2.26,65.46,USD,SYNTH-BATCH-USD-2026-01-18-0009,SETTLED
SYNTH-PROC-007054,SYNTH-ORDER-007054,CAPTURE,2026-01-17T13:27:10Z,1517.27,44.30,1472.97,USD,SYNTH-BATCH-USD-2026-01-19-0009,SETTLED
SYNTH-PROC-007055,SYNTH-ORDER-007055,CAPTURE,2026-01-18T15:56:20Z,113.43,3.59,109.84,USD,SYNTH-BATCH-USD-2026-01-20-0009,SETTLED
SYNTH-PROC-007056,SYNTH-ORDER-007056,CAPTURE,2026-01-19T18:05:36Z,2308.58,67.25,2241.33,USD,SYNTH-BATCH-USD-2026-01-21-0009,SETTLED
SYNTH-PROC-007057,SYNTH-ORDER-007057,CAPTURE,2026-01-20T19:52:00Z,1152.18,33.71,1118.47,USD,SYNTH-BATCH-USD-2026-01-22-0009,SETTLED
SYNTH-PROC-007058,SYNTH-ORDER-007058,CAPTURE,2026-01-21T22:21:52Z,1609.09,46.96,1562.13,USD,SYNTH-BATCH-USD-2026-01-23-0009,SETTLED
SYNTH-PROC-007059,SYNTH-ORDER-007059,CAPTURE,2026-01-22T00:47:58Z,839.64,24.65,814.99,USD,SYNTH-BATCH-USD-2026-01-24-0009,SETTLED
SYNTH-PROC-007061,SYNTH-ORDER-007061,CAPTURE,2026-01-24T04:26:06Z,2183.46,63.62,2119.84,GBP,SYNTH-BATCH-GBP-2026-01-26-0009,SETTLED
SYNTH-PROC-007062,SYNTH-ORDER-007062,CAPTURE,2026-01-25T07:32:32Z,1536.80,44.87,1491.93,USD,SYNTH-BATCH-USD-2026-01-27-0009,SETTLED
SYNTH-PROC-007063,SYNTH-ORDER-007063,CAPTURE,2026-01-26T08:54:20Z,1444.68,42.20,1402.48,USD,SYNTH-BATCH-USD-2026-01-28-0009,SETTLED
SYNTH-PROC-007064,SYNTH-ORDER-007064,CAPTURE,2026-01-27T11:46:08Z,2342.41,68.23,2274.18,USD,SYNTH-BATCH-USD-2026-01-29-0009,SETTLED
SYNTH-PROC-007065,SYNTH-ORDER-007065,CAPTURE,2026-01-28T13:21:48Z,356.51,10.64,345.87,USD,SYNTH-BATCH-USD-2026-01-30-0009,SETTLED
SYNTH-PROC-007066,SYNTH-ORDER-007066,CAPTURE,2026-01-29T16:07:39Z,1055.39,30.91,1024.48,USD,SYNTH-BATCH-USD-2026-01-31-0009,SETTLED
SYNTH-PROC-007067,SYNTH-ORDER-007067,CAPTURE,2026-01-30T18:25:14Z,1678.14,48.97,1629.17,USD,SYNTH-BATCH-USD-2026-02-01-0009,SETTLED
SYNTH-PROC-007068,SYNTH-ORDER-007068,CAPTURE,2026-01-31T20:17:50Z,70.26,2.34,67.92,USD,SYNTH-BATCH-USD-2026-02-02-0009,SETTLED
SYNTH-PROC-007069,SYNTH-ORDER-007069,CAPTURE,2026-01-01T22:48:10Z,188.25,5.76,182.49,USD,SYNTH-BATCH-USD-2026-01-03-0009,SETTLED
SYNTH-PROC-007070,SYNTH-ORDER-007070,CAPTURE,2026-01-02T00:20:02Z,2371.04,69.06,2301.98,EUR,SYNTH-BATCH-EUR-2026-01-04-0009,SETTLED
SYNTH-PROC-007071,SYNTH-ORDER-007071,CAPTURE,2026-01-03T02:34:35Z,475.27,14.08,461.19,GBP,SYNTH-BATCH-GBP-2026-01-05-0009,SETTLED
SYNTH-PROC-007072,SYNTH-ORDER-007072,CAPTURE,2026-01-04T05:08:12Z,1088.28,31.86,1056.42,USD,SYNTH-BATCH-USD-2026-01-06-0009,SETTLED
SYNTH-PROC-007073,SYNTH-ORDER-007073,CAPTURE,2026-01-05T07:36:09Z,1174.09,34.35,1139.74,USD,SYNTH-BATCH-USD-2026-01-07-0009,SETTLED
SYNTH-PROC-007074,SYNTH-ORDER-007074,CAPTURE,2026-01-06T09:59:27Z,664.90,19.58,645.32,USD,SYNTH-BATCH-USD-2026-01-08-0009,SETTLED
SYNTH-PROC-007075,SYNTH-ORDER-007075,CAPTURE,2026-01-07T12:11:03Z,753.16,22.14,731.02,USD,SYNTH-BATCH-USD-2026-01-09-0009,SETTLED
SYNTH-PROC-007076,SYNTH-ORDER-007076,CAPTURE,2026-01-08T14:01:07Z,1528.52,44.63,1483.89,USD,SYNTH-BATCH-USD-2026-01-10-0009,SETTLED
SYNTH-PROC-007077,SYNTH-ORDER-007077,CAPTURE,2026-01-09T16:32:33Z,1480.76,43.24,1437.52,USD,SYNTH-BATCH-USD-2026-01-11-0009,SETTLED
SYNTH-PROC-007078,SYNTH-ORDER-007078,CAPTURE,2026-01-10T17:48:13Z,1561.94,45.60,1516.34,USD,SYNTH-BATCH-USD-2026-01-12-0009,SETTLED
SYNTH-PROC-007079,SYNTH-ORDER-007079,CAPTURE,2026-01-11T20:18:09Z,1701.60,49.65,1651.95,USD,SYNTH-BATCH-USD-2026-01-13-0009,SETTLED
SYNTH-PROC-007080,SYNTH-ORDER-007080,CAPTURE,2026-01-12T22:24:08Z,569.03,16.80,552.23,EUR,SYNTH-BATCH-EUR-2026-01-14-0009,SETTLED
SYNTH-PROC-007081,SYNTH-ORDER-007081,CAPTURE,2026-01-13T00:42:57Z,385.27,11.47,373.80,GBP,SYNTH-BATCH-GBP-2026-01-15-0009,SETTLED
SYNTH-PROC-007082,SYNTH-ORDER-007082,CAPTURE,2026-01-14T02:48:01Z,943.68,27.67,916.01,USD,SYNTH-BATCH-USD-2026-01-16-0009,SETTLED
SYNTH-PROC-007083,SYNTH-ORDER-007083,CAPTURE,2026-01-15T05:31:21Z,1057.35,30.96,1026.39,USD,SYNTH-BATCH-USD-2026-01-17-0009,SETTLED
SYNTH-PROC-007084,SYNTH-ORDER-007084,CAPTURE,2026-01-16T07:36:26Z,355.14,10.60,344.54,USD,SYNTH-BATCH-USD-2026-01-18-0009,SETTLED
SYNTH-PROC-007085,SYNTH-ORDER-007085,CAPTURE,2026-01-17T10:04:15Z,1249.71,36.54,1213.17,USD,SYNTH-BATCH-USD-2026-01-19-0009,SETTLED
SYNTH-PROC-007086,SYNTH-ORDER-007086,CAPTURE,2026-01-18T11:30:52Z,1657.92,48.38,1609.54,USD,SYNTH-BATCH-USD-2026-01-20-0009,SETTLED
SYNTH-PROC-007087,SYNTH-ORDER-007087,CAPTURE,2026-01-19T14:27:37Z,2358.95,68.71,2290.24,USD,SYNTH-BATCH-USD-2026-01-21-0009,SETTLED
SYNTH-PROC-007088,SYNTH-ORDER-007088,CAPTURE,2026-01-20T16:22:24Z,847.34,24.87,822.47,USD,SYNTH-BATCH-USD-2026-01-22-0009,SETTLED
SYNTH-PROC-007089,SYNTH-ORDER-007089,CAPTURE,2026-01-21T18:08:16Z,2202.12,64.16,2137.96,USD,SYNTH-BATCH-USD-2026-01-23-0009,SETTLED
SYNTH-PROC-007090,SYNTH-ORDER-007090,CAPTURE,2026-01-22T20:24:41Z,1530.65,44.69,1485.96,EUR,SYNTH-BATCH-EUR-2026-01-24-0009,SETTLED
SYNTH-PROC-007091,SYNTH-ORDER-007091,CAPTURE,2026-01-23T22:52:34Z,62.93,2.12,60.81,GBP,SYNTH-BATCH-GBP-2026-01-25-0009,SETTLED
SYNTH-PROC-007092,SYNTH-ORDER-007092,CAPTURE,2026-01-24T01:11:13Z,2010.73,58.61,1952.12,USD,SYNTH-BATCH-USD-2026-01-26-0009,SETTLED
SYNTH-PROC-007093,SYNTH-ORDER-007093,CAPTURE,2026-01-25T03:12:26Z,1032.92,30.25,1002.67,USD,SYNTH-BATCH-USD-2026-01-27-0009,SETTLED
SYNTH-PROC-007094,SYNTH-ORDER-007094,CAPTURE,2026-01-26T05:31:35Z,1447.54,42.28,1405.26,USD,SYNTH-BATCH-USD-2026-01-28-0009,SETTLED
SYNTH-PROC-007095,SYNTH-ORDER-007095,CAPTURE,2026-01-27T08:08:38Z,224.93,6.82,218.11,USD,SYNTH-BATCH-USD-2026-01-29-0009,SETTLED
SYNTH-PROC-007096,SYNTH-ORDER-007096,CAPTURE,2026-01-28T09:46:19Z,2082.84,60.70,2022.14,USD,SYNTH-BATCH-USD-2026-01-30-0009,SETTLED
SYNTH-PROC-007097,SYNTH-ORDER-007097,CAPTURE,2026-01-29T12:15:25Z,517.84,15.32,502.52,USD,SYNTH-BATCH-USD-2026-01-31-0009,SETTLED
SYNTH-PROC-007098,SYNTH-ORDER-007098,CAPTURE,2026-01-30T14:07:16Z,220.76,6.70,214.06,USD,SYNTH-BATCH-USD-2026-02-01-0009,SETTLED
SYNTH-PROC-007099,SYNTH-ORDER-007099,CAPTURE,2026-01-31T16:05:19Z,1794.04,52.33,1741.71,USD,SYNTH-BATCH-USD-2026-02-02-0009,SETTLED
SYNTH-PROC-007100,SYNTH-ORDER-007100,CAPTURE,2026-01-01T18:34:34Z,1381.85,40.37,1341.48,EUR,SYNTH-BATCH-EUR-2026-01-03-0009,SETTLED
SYNTH-PROC-007101,SYNTH-ORDER-007101,CAPTURE,2026-01-02T21:03:50Z,2240.11,65.26,2174.85,GBP,SYNTH-BATCH-GBP-2026-01-04-0009,SETTLED
SYNTH-PROC-007102,SYNTH-ORDER-007102,CAPTURE,2026-01-03T22:56:13Z,1407.17,41.11,1366.06,USD,SYNTH-BATCH-USD-2026-01-05-0009,SETTLED
SYNTH-PROC-007103,SYNTH-ORDER-007103,CAPTURE,2026-01-04T00:56:15Z,2073.93,60.44,2013.49,USD,SYNTH-BATCH-USD-2026-01-06-0009,SETTLED
SYNTH-PROC-007104,SYNTH-ORDER-007104,CAPTURE,2026-01-05T03:38:46Z,47.03,1.66,45.37,USD,SYNTH-BATCH-USD-2026-01-07-0009,SETTLED
SYNTH-PROC-007105,SYNTH-ORDER-007105,CAPTURE,2026-01-06T05:57:36Z,258.87,7.81,251.06,USD,SYNTH-BATCH-USD-2026-01-08-0009,SETTLED
SYNTH-PROC-007106,SYNTH-ORDER-007106,CAPTURE,2026-01-07T07:49:25Z,1437.96,42.00,1395.96,USD,SYNTH-BATCH-USD-2026-01-09-0009,SETTLED
SYNTH-PROC-007107,SYNTH-ORDER-007107,CAPTURE,2026-01-08T09:38:31Z,2079.30,60.60,2018.70,USD,SYNTH-BATCH-USD-2026-01-10-0009,SETTLED
SYNTH-PROC-007108,SYNTH-ORDER-007108,CAPTURE,2026-01-09T12:01:18Z,1321.11,38.61,1282.50,USD,SYNTH-BATCH-USD-2026-01-11-0009,SETTLED
